control_input	control_input.1	control_input.2	control_input.3	control_input.4	control_IP	control_IP.1	control_IP.2	control_IP.3	control_IP.4	treatment_input	treatment_input.1	treatment_input.2	treatment_input.3	treatment_input.4	treatment_IP	treatment_IP.1	treatment_IP.2	treatment_IP.3	treatment_IP.4
peak35053	0	0	0	0	0	29	0	0	3	2	1	0	0	0	0	63	1	3	5	0
peak35054	2	0	0	1	0	164	0	0	46	0	3	0	0	1	0	85	1	1	89	0
peak35055	11	0	0	0	0	187	0	1	0	0	2	0	0	0	0	26	1	0	2	0
peak35056	6	0	2	0	0	13	0	0	0	1	27	0	0	0	0	462	0	0	2	0
peak35057	4	0	1	1	0	134	3	8	10	3	132	3	2	7	0	3620	8	32	281	1
peak35058	28	0	2	2	0	678	21	49	40	2	725	3	14	21	0	21961	50	145	1076	3
peak35059	3	11	52	1	1	48	152	303	4	66	21	49	10	2	20	127	204	330	43	71
peak35060	1	0	1	0	0	11	0	3	2	0	4	4	1	0	0	85	8	0	3	0
peak35061	0	40	52	54	277	8	57	109	40	91	1	80	49	4	18	3	75	130	14	89
peak35062	3	39	99	15	0	15	100	168	22	122	5	75	51	19	0	0	161	203	22	124
peak35063	3	0	0	0	0	24	0	0	7	0	0	0	0	0	0	61	0	0	3	0
peak35064	10	2	0	0	0	148	9	12	10	4	66	2	0	0	0	1041	2	10	20	1
peak35065	0	0	0	1	0	5	0	0	0	2	13	0	1	3	0	244	0	1	5	0
peak35066	9	3	4	1	0	91	7	5	0	8	9	2	2	3	0	106	4	4	1	3
peak35067	0	1	11	6	0	9	26	50	118	72	1	5	4	2	0	0	49	48	16	70
peak35068	67	70	72	109	286	29	85	102	33	89	62	110	133	222	52	0	72	116	30	70
peak35069	29	108	174	144	1	29	280	421	162	571	13	178	134	147	35	14	319	452	223	545
peak35070	6	30	78	35	0	0	60	117	94	136	1	47	71	21	3	10	82	114	45	128
peak35071	2	44	85	25	0	5	75	166	32	148	0	51	38	7	0	0	102	88	5	134
peak35072	2	36	57	32	0	1	49	89	27	105	0	43	41	8	7	0	56	91	31	105
peak35073	9	22	34	40	0	6	90	90	141	46	3	33	36	4	0	0	92	158	18	75
peak35074	10	0	0	0	0	118	1	0	0	1	35	0	1	0	0	1126	0	1	3	2
peak35075	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	34	0	0	0	0
peak35076	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	52	0	2	108	1
peak35077	2	0	0	0	0	40	0	0	0	1	1	0	0	2	0	118	1	0	62	1
peak35078	0	2	1	0	0	0	0	0	8	0	0	0	0	93	0	0	0	1	397	0
peak35079	0	0	0	0	0	0	1	2	1	1	0	0	0	20	0	0	2	3	59	2
peak35080	19	4	6	7	0	71	9	27	27	20	19	3	7	90	0	103	22	51	559	20
peak35081	1	0	0	1	0	28	0	0	2	0	3	2	1	7	0	108	1	2	15	0
peak35082	3	0	0	0	0	80	0	1	2	0	4	1	0	1	0	184	2	0	16	2
peak35083	10	1	0	0	0	157	0	3	1	0	5	0	0	1	0	213	2	0	89	0
peak35084	10	1	0	0	0	106	4	5	9	7	0	0	0	1	0	12	4	0	48	5
peak35085	5	66	47	11	0	7	112	145	21	177	0	37	2	2	0	0	108	75	7	174
peak35086	18	82	100	14	1	55	181	252	64	353	0	29	7	5	0	0	225	138	36	392
peak35087	26	106	144	26	1	90	419	640	154	841	0	88	3	8	13	0	381	330	39	835
peak35088	32	43	56	62	1	13	62	79	12	81	0	35	7	17	33	0	70	54	6	131
peak35089	3	0	0	0	0	141	11	13	1	3	2	0	3	1	7	290	16	83	8	1
peak35090	10	0	1	0	0	16	2	1	0	3	27	2	0	3	0	152	4	12	6	2
peak35091	11	2	1	1	0	26	4	4	3	1	5	0	6	8	0	62	1	10	412	0
peak35092	4	113	218	95	0	5	263	428	220	306	1	45	61	2	49	2	265	351	3	313
peak35093	47	4	10	37	0	225	4	7	33	3	13	1	5	5	0	56	2	7	26	3
peak35094	19	28	25	23	0	183	3	11	4	0	4	7	8	1	0	2	3	7	0	1
peak35095	3	98	159	163	0	8	121	174	68	150	6	27	50	18	22	0	122	114	3	132
peak35096	173	8	8	3	0	3199	63	110	10	6	1276	8	89	95	0	28662	150	679	270	7
peak35097	2	5	4	7	1	0	78	112	153	67	5	1	1	1	0	3	116	215	30	102
peak35098	48	293	2062	4500	0	45	893	2323	4422	2795	3	43	230	248	123	0	1021	1448	306	2186
peak35099	23	81	482	571	601	47	223	593	620	598	0	6	62	16	28	0	237	483	20	602
peak35100	11	121	958	1215	325	0	113	432	779	450	0	9	71	31	77	0	193	223	8	490
peak35101	800	1047	6969	7197	470	2708	10703	32775	72215	28219	16	187	876	275	368	36	12378	21574	1923	32934
peak35102	1003	346	2303	3298	4	2557	1990	5635	13253	6174	16	62	318	229	295	33	2637	3373	848	6585
peak35103	8	1	0	0	0	205	1	2	8	0	6	0	0	1	0	371	2	1	11	0
peak35104	3	41	69	42	0	3	60	99	64	116	1	38	14	15	0	0	88	68	8	90
peak35105	241	1	2	2	0	6424	49	56	108	44	99	1	1	11	0	2328	49	171	376	45
peak35106	16	1	5	8	0	15	7	19	134	22	0	0	0	0	0	1	9	17	2	9
peak35107	10	1	2	6	397	7	15	7	84	20	0	0	0	0	0	0	6	6	5	20
peak35108	42	5	15	0	0	145	20	50	1	28	4	1	3	0	0	2	11	35	2	58
peak35109	3	20	72	59	0	6	38	70	111	108	0	1	12	1	0	0	37	38	0	97
peak35110	2	17	55	77	0	3	20	62	56	58	0	0	4	0	0	0	21	44	2	53
peak35111	10	17	40	71	0	43	18	50	538	74	0	1	4	3	0	0	38	61	11	63
peak35112	5	18	48	98	0	24	74	162	360	131	0	2	5	2	0	0	60	72	6	152
peak35113	14	17	34	68	0	17	39	44	354	70	0	2	2	0	0	0	34	53	7	46
peak35114	15	68	166	648	0	31	258	515	2172	703	10	50	24	45	1	0	238	371	154	689
peak35115	0	32	70	16	0	3	46	75	47	32	1	59	42	5	0	0	42	54	15	41
peak35116	1	7	11	5	0	0	33	48	20	28	0	41	21	1	45	0	43	148	25	31
peak35117	0	17	35	3	0	0	49	58	2	41	1	38	26	2	0	4	57	107	2	34
peak35118	0	23	32	1	0	0	71	102	9	57	1	52	60	3	0	0	64	137	7	77
peak35119	0	19	20	5	0	2	123	84	2	168	0	35	27	0	0	0	132	178	4	191
peak35120	58	1	3	13	0	146	7	6	20	10	34	4	7	37	0	110	3	29	60	12
peak35121	2	0	1	1	0	15	4	6	0	10	1	2	0	10	0	6	12	31	63	1
peak35122	7	2	2	1	0	28	5	5	2	1	2	9	1	4	0	3	7	6	80	2
peak35123	15	10	15	10	0	127	159	143	390	137	20	20	29	10	5	129	201	386	465	103
peak35124	6	0	0	1	0	18	2	5	3	1	19	5	3	12	0	48	5	9	65	7
peak35125	0	9	10	2	0	0	78	111	13	95	1	26	13	7	0	8	102	167	45	113
peak35126	13	5	15	9	0	138	41	51	22	42	4	15	18	4	0	2	33	109	10	39
peak35127	7	8	10	8	0	11	26	37	50	30	0	20	38	35	10	0	24	84	185	27
peak35128	6	5	24	7	0	18	114	151	203	174	0	12	30	8	0	0	134	286	447	159
peak35129	4	16	31	7	1	4	219	312	125	342	1	35	52	4	0	5	322	518	190	280
peak35130	1	8	15	3	0	3	112	160	31	96	0	12	16	0	0	13	120	295	76	119
peak35131	3	17	40	18	0	10	118	159	102	141	6	24	15	11	47	30	171	282	64	121
peak35132	1	0	0	0	0	85	1	1	3	1	5	0	0	2	0	216	3	3	32	5
peak35133	5	0	0	0	0	25	0	0	3	0	4	0	1	2	0	96	0	0	35	1
peak35134	0	6	8	3	0	3	15	15	35	18	0	14	0	37	0	0	23	17	588	25
peak35135	4	62	102	37	0	9	65	98	23	85	0	20	18	7	31	0	54	52	4	101
peak35136	5	73	156	50	0	0	66	148	35	112	0	30	27	14	23	0	52	63	0	111
peak35137	21	159	253	459	2	98	493	757	888	748	0	65	71	504	45	0	559	740	1720	579
peak35138	4	67	115	173	0	20	160	263	762	234	0	19	29	59	14	0	134	177	325	245
peak35139	7	40	52	90	0	13	40	64	130	48	2	17	17	30	0	0	23	54	49	58
peak35140	10	160	215	183	452	70	565	909	2414	771	1	68	52	60	59	1	580	948	1168	845
peak35141	32	10	2	3	0	218	5	14	6	17	0	7	8	3	33	7	10	16	7	6
peak35142	1665	25	14	66	0	48766	174	313	1125	236	267	20	32	144	1	8558	237	840	5119	207
peak35143	119	2	10	32	0	505	13	16	82	13	11	0	11	121	0	24	11	15	267	13
peak35144	0	0	2	3	0	9	0	1	0	0	2	0	2	2	0	105	0	0	6	1
peak35145	95	5	11	31	0	510	30	43	198	79	8	7	5	88	0	40	33	39	394	56
peak35146	324	6	9	28	0	6521	49	87	460	101	18	4	6	73	0	768	57	177	1419	83
peak35147	596	13	21	39	0	12429	276	452	573	493	56	23	23	115	0	1476	373	751	4711	612
peak35148	142	5	2	2	0	73	6	18	17	13	30	3	2	30	0	1	11	9	196	19
peak35149	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	65	3	0	3	0
peak35150	6	0	2	1	0	66	0	0	0	1	4	0	0	0	0	8	0	0	0	0
peak35151	6	2	2	2	0	109	11	23	5	0	0	0	0	5	0	37	14	16	9	1
peak35152	4	0	0	1	0	7	0	2	1	0	5	0	0	2	0	88	1	0	7	0
peak35153	8	2	4	0	0	80	6	3	2	0	0	0	1	0	0	1	6	17	0	0
peak35154	9	0	1	1	0	79	11	18	16	1	0	0	4	0	0	9	16	17	0	0
peak35155	211	2	3	3	0	6127	55	81	36	11	7	0	6	0	0	378	95	244	22	2
peak35156	6	0	1	0	0	137	9	13	5	3	1	0	1	1	0	3	1	22	2	1
peak35157	7	8	24	0	0	35	78	143	40	15	0	0	5	0	0	0	88	166	10	12
peak35158	3	31	60	72	0	3	23	60	38	24	0	78	70	28	0	0	46	82	17	30
peak35159	3	0	0	0	0	6	0	2	1	1	6	0	0	0	0	248	0	1	0	0
peak35160	1	16	28	8	0	11	35	84	28	53	0	2	2	2	0	0	37	50	19	79
peak35161	19	6	4	35	0	62	15	21	118	19	0	0	1	81	0	5	16	12	346	22
peak35162	9	7	2	14	0	18	17	20	63	28	0	4	0	21	0	0	20	24	85	28
peak35163	3	23	47	15	0	6	46	78	48	108	1	10	2	3	24	1	42	50	21	100
peak35164	6	23	44	17	0	8	112	151	64	218	1	9	7	3	0	0	113	96	24	200
peak35165	2	19	45	30	0	4	87	162	46	156	1	9	4	5	0	0	67	97	13	149
peak35166	4	34	65	23	0	5	39	104	76	113	0	19	4	3	1	0	56	40	9	156
peak35167	5	120	245	152	1137	13	665	1277	1119	1441	0	49	23	15	48	4	620	807	241	1472
peak35168	3	63	146	75	1	9	319	632	454	729	1	21	10	6	1	1	351	426	70	891
peak35169	2	52	87	50	0	1	167	260	120	270	2	12	9	8	53	5	205	136	19	359
peak35170	1	34	58	14	1	0	78	109	19	65	3	36	20	1	52	0	69	101	2	72
peak35171	0	29	50	40	326	3	69	75	61	50	5	50	31	7	0	0	65	95	4	76
peak35172	4	61	124	204	189	0	124	144	189	173	8	137	136	44	59	0	137	219	39	116
peak35173	2	0	0	2	0	4	1	1	0	1	4	0	0	14	0	0	4	10	78	1
peak35174	70	0	0	6	0	1251	26	37	112	47	113	0	9	11	0	2768	49	184	365	18
peak35175	14	2	5	5	0	82	5	11	8	22	18	0	7	10	0	68	11	62	53	25
peak35176	81	3	5	6	1	2054	59	75	26	32	212	2	6	1	0	4222	92	351	53	46
peak35177	0	9	56	47	0	13	44	121	211	47	0	5	2	12	0	0	44	54	98	63
peak35178	2	9	50	32	699	11	37	93	151	70	0	3	1	7	0	0	43	72	20	64
peak35179	10	0	0	1	0	262	3	7	4	10	8	0	1	2	0	213	6	16	17	20
peak35180	221	3	4	4	0	3467	26	33	6	29	128	5	5	11	0	2187	41	118	191	29
peak35181	27	40	79	19	1	40	156	219	27	165	9	44	53	17	0	23	180	254	23	176
peak35182	22	2	3	1	1	63	20	41	82	29	8	4	0	4	0	87	42	89	108	23
peak35183	9	1	1	1	0	123	5	7	5	6	10	0	0	0	0	340	11	7	7	3
peak35184	4	0	0	0	0	62	0	0	0	0	24	0	0	0	0	285	1	1	4	0
peak35185	54	1	2	0	0	1262	4	4	7	12	112	0	0	1	0	3267	15	5	23	17
peak35186	4	12	38	2	0	0	69	113	0	128	1	13	11	3	0	6	85	121	4	90
peak35187	3	224	1044	584	298	2	174	371	306	246	0	62	98	64	158	3	191	200	43	228
peak35188	9	171	971	227	616	4	158	240	265	90	2	41	149	17	45	0	114	172	47	99
peak35189	5	138	750	153	0	7	433	1304	267	563	0	34	130	33	131	0	537	845	20	595
peak35190	11	126	590	104	0	8	485	1299	208	562	1	24	111	16	31	0	595	795	14	634
peak35191	7	92	486	33	1	12	159	367	24	199	5	39	102	3	39	0	203	377	3	177
peak35192	1	196	299	427	927	5	399	551	371	458	3	357	181	161	161	0	558	460	249	711
peak35193	0	1	0	0	0	0	2	6	3	26	0	3	0	2	0	9	6	13	157	28
peak35194	0	15	20	7	0	5	91	179	185	115	5	38	20	6	22	12	150	231	114	151
peak35195	15	0	0	0	0	170	4	4	5	7	0	0	0	0	0	9	6	1	6	4
peak35196	32	0	1	1	0	568	4	14	3	17	2	0	0	0	0	13	6	16	4	12
peak35197	89	0	0	1	0	2483	12	8	15	12	5	0	0	1	0	130	18	13	13	12
peak35198	2	0	0	0	0	148	1	1	3	0	5	0	4	1	0	142	1	3	5	2
peak35199	5	0	0	0	0	98	0	0	4	0	12	0	0	1	0	175	0	14	4	0
peak35200	30	0	0	0	2	636	2	2	12	4	67	0	0	2	0	1867	1	15	205	0
peak35201	5	21	59	73	1	5	234	333	221	219	16	36	190	104	36	20	314	739	462	211
peak35202	5	20	47	55	0	9	126	169	77	89	12	42	179	102	0	3	175	373	124	126
peak35203	58	0	2	1	0	1186	33	55	94	53	88	1	3	15	0	2002	54	162	669	63
peak35204	1	8	28	20	0	0	100	146	71	106	4	32	115	54	0	8	166	311	107	112
peak35205	10	92	190	233	0	26	234	360	237	193	24	152	233	100	70	32	354	527	79	226
peak35206	0	58	144	109	0	0	91	175	170	83	2	122	106	33	108	0	118	222	46	97
peak35207	7	51	124	70	0	2	101	145	80	84	1	89	93	7	48	0	76	202	12	77
peak35208	1	85	169	66	0	8	149	167	54	103	1	168	101	18	0	18	113	159	15	62
peak35209	11	155	303	13	1	55	327	499	41	396	8	319	378	81	28	36	492	611	156	389
peak35210	2	62	139	10	55	0	95	120	1	76	7	161	166	49	53	0	109	182	8	38
peak35211	6	103	208	6	546	9	139	170	2	129	2	171	130	19	81	0	157	175	4	99
peak35212	27	120	213	7	0	37	202	355	7	209	33	251	216	76	70	28	248	555	23	238
peak35213	2	73	152	7	1	0	61	135	1	85	2	114	123	10	25	7	103	130	3	63
peak35214	0	1	0	1	0	59	7	11	3	2	17	5	8	11	0	233	12	59	115	5
peak35215	4	8	17	3	0	12	225	329	86	72	4	58	81	15	31	34	367	796	419	77
peak35216	0	2	1	1	0	0	25	35	2	3	3	3	5	0	9	4	29	125	21	7
peak35217	3	0	0	0	0	30	1	0	7	0	40	0	0	2	0	659	0	1	73	0
peak35218	3	0	0	0	0	89	5	2	7	7	21	1	1	5	0	568	10	20	117	9
peak35219	5	48	90	408	88	12	110	141	337	175	9	157	71	156	69	13	145	161	184	167
peak35220	1	60	104	50	313	0	25	49	139	48	11	72	48	19	1	0	32	41	86	45
peak35221	35	4	9	4	0	197	1	11	8	3	17	4	7	4	0	81	1	13	8	5
peak35222	5	7	37	5	0	9	55	112	19	60	2	30	10	0	5	6	73	92	8	72
peak35223	0	48	109	142	0	0	93	82	65	93	0	191	60	108	84	0	66	76	51	75
peak35224	71	3	1	2	0	350	4	12	19	13	13	7	1	59	0	80	12	23	475	11
peak35225	13	46	97	40	0	8	105	157	59	160	6	132	80	82	103	6	104	147	51	142
peak35226	10	4	3	7	0	122	0	1	2	0	10	7	1	81	0	24	2	3	5	0
peak35227	1	33	117	29	0	3	50	86	14	40	2	147	49	45	61	2	50	49	31	59
peak35228	3	36	51	33	0	0	20	64	20	33	4	105	44	119	11	0	53	53	53	52
peak35229	29	0	4	8	0	87	3	5	6	3	13	15	4	329	0	24	8	3	264	7
peak35230	1	11	18	6	164	12	92	112	15	77	2	23	11	14	0	1	142	122	52	84
peak35231	38	3	5	5	0	33	3	1	9	9	30	7	3	36	0	50	2	13	111	6
peak35232	11	1	1	3	0	30	2	2	3	3	9	2	2	16	0	66	2	5	46	0
peak35233	3	60	128	26	3	18	475	631	104	457	4	126	65	40	116	41	526	642	430	448
peak35234	28	26	40	32	7	10	60	146	53	93	61	66	33	21	0	58	89	142	66	96
peak35235	1	17	23	2	0	6	112	131	9	108	5	31	11	7	0	6	162	203	134	109
peak35236	0	37	31	2	0	5	79	126	5	91	0	88	39	27	19	0	129	135	134	99
peak35237	2	87	92	5	0	0	90	144	4	138	6	217	106	48	125	0	120	140	18	90
peak35238	5	48	62	4	0	9	157	209	8	138	9	131	25	42	54	25	168	202	129	175
peak35239	4	76	110	7	355	1	224	330	12	234	11	139	74	75	133	8	300	301	72	215
peak35240	2	91	140	182	0	1	158	216	147	198	7	324	112	214	91	0	151	182	223	165
peak35241	0	62	95	223	0	1	104	131	63	119	0	175	116	334	30	5	142	160	269	126
peak35242	2	28	56	66	0	0	129	225	235	235	2	30	19	36	22	13	136	215	193	199
peak35243	4	1	1	1	0	53	1	1	12	3	2	0	0	35	0	53	1	7	190	1
peak35244	3	1	1	1	0	20	3	2	2	1	7	1	0	10	0	50	2	4	24	1
peak35245	1	27	34	17	0	1	67	73	11	26	3	163	56	12	5	0	75	83	13	29
peak35246	3	11	2	3	1	0	33	35	17	8	0	11	6	2	3	0	47	30	63	19
peak35247	0	15	42	52	210	0	46	54	90	43	0	18	14	14	0	0	49	28	30	49
peak35248	2	36	43	95	1	11	105	157	115	116	5	30	30	63	44	0	171	166	57	126
peak35249	3	20	27	64	0	15	16	44	62	39	0	1	4	49	0	16	24	27	106	58
peak35250	22	24	42	82	0	43	47	77	498	112	0	0	8	28	0	4	39	105	521	97
peak35251	7	11	17	40	0	13	27	55	82	52	2	2	4	7	0	5	30	39	110	61
peak35252	10	15	24	19	0	5	47	89	25	121	0	1	2	0	0	0	44	56	1	142
peak35253	14	0	1	5	0	32	7	6	116	13	0	0	0	0	0	0	6	7	12	8
peak35254	13	2	1	3	0	20	11	16	78	22	0	0	0	1	0	0	6	25	5	22
peak35255	58	3	2	9	0	343	3	9	15	9	11	6	7	2	0	22	7	0	11	12
peak35256	273	931	3299	2136	369	419	1175	3005	1784	1669	2	43	79	153	249	0	1683	1546	163	1922
peak35257	59	537	2210	736	376	72	1094	3149	900	1785	6	21	27	11	172	0	1116	1645	29	1913
peak35258	11	247	709	375	587	26	169	327	93	314	5	16	22	2	0	0	201	183	3	277
peak35259	87	3	17	15	0	389	23	59	161	37	3	1	0	9	0	2	41	10	76	39
peak35260	12	210	555	233	0	12	111	215	287	319	3	12	20	0	84	0	124	151	10	305
peak35261	39	396	1070	572	1	44	567	1306	758	1270	1	17	40	19	146	0	712	663	8	1339
peak35262	24	18	19	48	0	141	39	65	142	52	0	2	4	13	0	7	36	51	41	72
peak35263	15	2	3	3	0	127	8	10	4	10	1	2	0	1	0	7	4	11	13	1
peak35264	45	292	903	352	0	13	169	388	120	401	1	11	39	12	32	0	203	200	0	363
peak35265	35	253	578	264	50	25	261	623	246	581	2	18	13	7	79	0	323	339	2	625
peak35266	45	7	27	23	0	65	25	45	114	25	1	3	1	1	0	0	21	24	12	44
peak35267	45	346	1057	279	0	9	166	386	410	382	2	19	32	5	61	0	182	205	4	430
peak35268	41	253	711	247	2	49	298	655	523	591	0	10	18	5	123	0	330	428	9	697
peak35269	38	276	859	201	0	60	377	926	673	860	0	11	25	12	123	5	407	542	21	894
peak35270	3	10	23	20	0	1	41	95	38	42	0	0	1	2	0	0	45	70	2	51
peak35271	29	201	529	156	2	24	469	1078	389	721	4	12	24	3	9	0	389	571	6	728
peak35272	165	5	12	10	0	1671	13	19	31	12	10	3	2	1	0	101	30	35	32	8
peak35273	28	134	432	134	4	9	251	567	300	580	2	5	15	3	1	0	261	287	11	521
peak35274	353	853	2376	658	10	1635	6531	13545	10420	12298	22	61	100	30	56	85	6681	9003	545	13417
peak35275	3	32	76	21	1	49	256	556	398	436	1	8	27	2	0	32	255	524	118	488
peak35276	0	13	36	4	0	0	26	51	6	39	0	4	12	1	0	0	36	181	2	43
peak35277	1	0	0	0	0	30	0	0	5	0	0	0	0	0	0	53	1	1	24	1
peak35278	3	59	116	66	0	6	73	115	37	91	3	106	27	14	82	0	74	86	6	58
peak35279	11	16	19	2	655	64	264	314	7	276	1	59	6	1	91	20	349	340	24	276
peak35280	12	13	47	9	0	8	48	106	51	62	1	11	6	0	0	0	61	115	5	76
peak35281	1	24	37	6	0	2	68	118	53	131	1	9	13	2	0	0	61	63	17	118
peak35282	0	11	27	8	0	8	102	125	67	120	1	5	13	1	0	0	84	153	2	123
peak35283	1	16	45	44	0	2	71	91	189	67	2	51	29	16	50	10	90	121	47	96
peak35284	4	25	48	34	1	4	55	70	45	59	0	40	13	12	0	12	75	60	21	68
peak35285	16	83	279	481	0	18	220	439	396	319	7	116	157	77	42	0	300	469	112	300
peak35286	23	72	213	223	454	3	405	714	1217	438	16	134	104	15	22	11	558	899	164	488
peak35287	12	74	235	235	692	86	1420	2082	3444	1293	36	117	111	17	24	53	1589	3502	363	1453
peak35288	74	1	5	8	0	1683	35	53	31	63	45	4	1	4	0	538	71	129	46	57
peak35289	5	73	249	120	1	3	67	137	88	99	3	92	115	4	106	1	74	97	3	109
peak35290	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	52	0	0	2	0
peak35291	1	61	102	131	1	6	143	291	216	267	0	15	12	18	44	0	131	177	53	284
peak35292	0	33	64	47	0	1	55	84	85	132	0	20	14	6	0	0	43	38	18	115
peak35293	2	41	81	29	0	21	203	308	59	310	0	14	19	10	0	3	228	263	43	397
peak35294	0	25	46	29	2	0	65	107	37	150	0	9	3	2	64	2	99	83	15	108
peak35295	3	98	155	70	1	21	333	491	296	543	2	41	17	13	18	17	287	303	118	586
peak35296	40	6	1	11	0	229	5	17	103	8	13	3	1	20	0	52	9	25	75	11
peak35297	21	5	7	31	0	32	16	12	54	13	8	0	2	22	0	7	4	2	73	15
peak35298	2	49	89	13	0	2	43	98	16	97	0	23	14	7	0	0	30	44	4	70
peak35299	8	46	83	13	0	26	195	321	75	254	2	14	10	2	0	1	174	243	39	267
peak35300	1	30	49	8	0	0	60	85	8	95	0	9	5	2	0	0	60	83	2	74
peak35301	3	50	80	11	1	2	118	240	32	214	0	8	21	1	0	0	141	108	10	234
peak35302	4	45	76	9	1	8	143	260	23	222	0	11	14	2	0	2	176	151	16	235
peak35303	4	4	5	6	0	0	37	39	8	31	8	28	15	20	0	15	64	93	81	34
peak35304	4	7	20	3	0	8	254	414	60	197	12	65	49	7	40	13	363	621	271	223
peak35305	30	42	127	108	0	40	328	506	463	421	21	63	104	69	0	30	436	643	492	405
peak35306	12	34	64	20	0	139	213	235	38	336	9	47	38	6	26	51	256	352	59	114
peak35307	58	14	12	3	0	356	17	25	4	19	170	6	2	9	0	309	20	11	34	18
peak35308	2	74	167	17	0	11	147	216	26	231	7	75	48	23	50	4	182	240	8	209
peak35309	9	11	11	2	1	177	386	433	40	378	13	14	2	1	0	156	329	557	150	409
peak35310	2	0	0	0	0	0	0	1	0	1	1	0	0	2	0	62	0	0	3	0
peak35311	22	0	0	0	0	54	6	7	1	11	5	4	0	14	0	84	2	6	72	4
peak35312	8	21	30	5	0	4	38	65	13	49	1	26	19	12	21	0	72	105	11	52
peak35313	37	0	1	5	0	606	91	111	43	38	78	1	61	46	0	1412	195	1010	1100	58
peak35314	1	0	0	1	0	24	4	3	139	8	0	0	0	2	0	24	1	8	10	4
peak35315	4	3	14	9	0	13	57	67	52	28	0	2	5	3	0	3	36	64	15	32
peak35316	10	12	13	20	0	43	41	120	45	59	5	2	6	14	0	6	46	130	38	72
peak35317	2	3	10	16	0	29	48	94	284	47	3	8	4	1	0	16	34	117	103	35
peak35318	1	14	14	8	0	8	25	63	34	35	0	4	2	2	0	0	39	67	11	52
peak35319	64	9	8	25	0	136	17	25	40	6	61	5	4	63	0	117	12	34	173	9
peak35320	7	55	133	282	0	0	69	132	360	146	4	56	85	23	33	0	80	140	66	185
peak35321	8	0	2	0	0	283	0	0	1	0	19	0	0	0	0	464	1	8	3	1
peak35322	15	18	37	106	0	37	101	129	738	163	1	20	17	2	0	5	94	211	35	161
peak35323	8	18	42	164	0	51	108	185	1583	147	10	11	10	4	0	20	95	184	63	172
peak35324	5	3	2	2	0	0	31	41	6	2	5	11	23	1	0	0	39	167	43	3
peak35325	1	2	9	3	0	3	22	44	13	3	2	10	43	5	0	4	37	148	84	2
peak35326	2	14	14	50	0	4	16	18	120	24	3	21	8	15	0	0	20	37	40	7
peak35327	14	7	4	28	0	12	3	9	127	4	13	12	5	8	0	6	11	6	33	4
peak35328	4	45	70	74	1	2	151	224	555	314	2	56	23	27	40	7	139	212	464	297
peak35329	6	18	42	52	0	0	63	74	61	67	3	30	12	26	28	0	34	36	72	50
peak35330	2	41	65	39	0	4	98	153	155	104	6	46	20	7	0	3	103	92	68	116
peak35331	15	78	108	84	311	67	715	978	1143	937	5	112	42	19	0	49	685	1041	399	943
peak35332	17	6	3	7	0	192	7	16	0	19	7	5	3	5	0	130	9	26	11	11
peak35333	3	13	30	32	0	11	43	63	29	94	13	34	19	13	22	12	56	72	12	74
peak35334	1	8	22	17	0	14	87	114	152	55	4	8	42	4	0	0	119	357	25	73
peak35335	1	6	11	29	0	28	91	123	225	69	2	19	21	13	0	9	115	353	42	70
peak35336	2	1	0	0	0	6	35	47	36	19	1	5	2	0	0	40	37	101	34	14
peak35337	16	7	6	5	0	67	85	96	51	80	5	12	1	0	1	21	79	145	30	72
peak35338	12	1	0	0	0	76	16	11	15	9	7	0	0	0	0	18	10	10	9	5
peak35339	4	8	31	18	0	0	36	71	44	47	7	18	5	5	34	9	52	71	12	45
peak35340	4	16	32	12	0	17	35	35	60	26	2	19	8	2	5	5	42	31	37	26
peak35341	5	19	54	33	1	18	45	78	176	31	5	25	10	8	29	9	52	75	81	35
peak35342	3	7	50	21	156	0	56	92	177	53	4	12	7	10	0	0	50	54	133	67
peak35343	32	9	36	76	0	156	216	324	783	186	16	34	11	22	24	130	268	333	782	190
peak35344	5	27	53	58	0	48	180	259	253	190	12	43	23	55	1	51	188	418	501	208
peak35345	3	0	0	2	0	8	0	0	0	0	1	0	1	1	0	63	1	0	5	1
peak35346	56	40	74	362	0	293	536	759	3969	499	90	63	77	115	88	158	647	1367	2770	564
peak35347	2	8	5	5	0	2	75	91	78	56	13	15	6	3	0	12	111	162	18	47
peak35348	5	9	15	9	1	7	129	212	79	81	14	17	13	11	1	6	235	324	50	114
peak35349	4	8	6	3	0	11	54	62	102	30	12	29	11	4	7	56	97	102	70	30
peak35350	2	6	16	5	0	6	48	62	33	41	2	26	22	4	0	0	68	79	36	32
peak35351	3	11	13	18	0	0	70	53	58	23	4	30	12	5	53	0	88	96	8	30
peak35352	2	14	14	27	0	0	37	45	39	53	4	33	33	10	42	0	83	35	36	56
peak35353	4	12	51	7	0	1	140	208	71	41	9	35	89	2	23	27	187	464	50	60
peak35354	15	61	249	54	655	79	2138	3142	859	920	71	169	512	21	244	406	2878	7142	683	923
peak35355	44	1	5	11	0	298	76	97	775	29	261	5	13	17	10	4054	134	400	2037	23
peak35356	2	3	4	19	0	48	30	51	144	43	0	3	6	2	0	3	49	99	18	39
peak35357	17	3	8	9	0	39	22	55	164	26	3	1	1	2	0	7	26	53	14	26
